period,respondent,respondent-name,type,type-name,timezone,timezone-description,value,value-units,city,state
2025-05-20,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,68557,megawatthours,Phoenix,Arizona
2025-05-19,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,59259,megawatthours,Phoenix,Arizona
2025-05-18,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,63160,megawatthours,Phoenix,Arizona
2025-05-17,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,66590,megawatthours,Phoenix,Arizona
2025-05-16,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,62785,megawatthours,Phoenix,Arizona
2025-05-15,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,61571,megawatthours,Phoenix,Arizona
2025-05-14,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,57338,megawatthours,Phoenix,Arizona
2025-05-13,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,62697,megawatthours,Phoenix,Arizona
2025-05-12,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,61955,megawatthours,Phoenix,Arizona
2025-05-11,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,53441,megawatthours,Phoenix,Arizona
2025-05-10,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,58594,megawatthours,Phoenix,Arizona
2025-05-09,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,68317,megawatthours,Phoenix,Arizona
2025-05-08,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,61977,megawatthours,Phoenix,Arizona
2025-05-07,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,61368,megawatthours,Phoenix,Arizona
2025-05-06,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,57225,megawatthours,Phoenix,Arizona
2025-05-05,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,47418,megawatthours,Phoenix,Arizona
2025-05-04,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,63620,megawatthours,Phoenix,Arizona
2025-05-03,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,70830,megawatthours,Phoenix,Arizona
2025-05-02,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,66677,megawatthours,Phoenix,Arizona
2025-05-01,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,65440,megawatthours,Phoenix,Arizona
2025-04-30,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,66750,megawatthours,Phoenix,Arizona
2025-04-29,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,59556,megawatthours,Phoenix,Arizona
2025-04-28,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,55440,megawatthours,Phoenix,Arizona
2025-04-27,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,57202,megawatthours,Phoenix,Arizona
2025-04-26,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,57830,megawatthours,Phoenix,Arizona
2025-04-25,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,53203,megawatthours,Phoenix,Arizona
2025-04-24,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,50313,megawatthours,Phoenix,Arizona
2025-04-23,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,48194,megawatthours,Phoenix,Arizona
2025-04-22,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,49728,megawatthours,Phoenix,Arizona
2025-04-21,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,42629,megawatthours,Phoenix,Arizona
2025-04-20,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,40344,megawatthours,Phoenix,Arizona
2025-04-19,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,38746,megawatthours,Phoenix,Arizona
2025-04-18,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,47166,megawatthours,Phoenix,Arizona
2025-04-17,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,53454,megawatthours,Phoenix,Arizona
2025-04-16,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,55164,megawatthours,Phoenix,Arizona
2025-04-15,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,52369,megawatthours,Phoenix,Arizona
2025-04-14,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,43936,megawatthours,Phoenix,Arizona
2025-04-13,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,47319,megawatthours,Phoenix,Arizona
2025-04-12,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,51725,megawatthours,Phoenix,Arizona
2025-04-11,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,52939,megawatthours,Phoenix,Arizona
2025-04-10,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,54165,megawatthours,Phoenix,Arizona
2025-04-09,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,51781,megawatthours,Phoenix,Arizona
2025-04-08,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,50031,megawatthours,Phoenix,Arizona
2025-04-07,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,45390,megawatthours,Phoenix,Arizona
2025-04-06,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,46220,megawatthours,Phoenix,Arizona
2025-04-05,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,44824,megawatthours,Phoenix,Arizona
2025-04-04,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,49554,megawatthours,Phoenix,Arizona
2025-04-03,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,44833,megawatthours,Phoenix,Arizona
2025-04-02,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,46619,megawatthours,Phoenix,Arizona
2025-04-01,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,49657,megawatthours,Phoenix,Arizona
2025-03-31,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,51143,megawatthours,Phoenix,Arizona
2025-03-30,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,50520,megawatthours,Phoenix,Arizona
2025-03-29,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,50933,megawatthours,Phoenix,Arizona
2025-03-28,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,46427,megawatthours,Phoenix,Arizona
2025-03-27,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,45899,megawatthours,Phoenix,Arizona
2025-03-26,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,50477,megawatthours,Phoenix,Arizona
2025-03-25,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,53406,megawatthours,Phoenix,Arizona
2025-03-24,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,51885,megawatthours,Phoenix,Arizona
2025-03-23,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,51151,megawatthours,Phoenix,Arizona
2025-03-22,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,53699,megawatthours,Phoenix,Arizona
2025-03-21,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,57966,megawatthours,Phoenix,Arizona
2025-03-20,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,55347,megawatthours,Phoenix,Arizona
2025-03-19,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,51582,megawatthours,Phoenix,Arizona
2025-03-18,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,57058,megawatthours,Phoenix,Arizona
2025-03-17,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,59187,megawatthours,Phoenix,Arizona
2025-03-16,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,58541,megawatthours,Phoenix,Arizona
2025-03-15,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,59919,megawatthours,Phoenix,Arizona
2025-03-14,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,57037,megawatthours,Phoenix,Arizona
2025-03-13,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,53148,megawatthours,Phoenix,Arizona
2025-03-12,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,55090,megawatthours,Phoenix,Arizona
2025-03-11,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,58676,megawatthours,Phoenix,Arizona
2025-03-10,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,60274,megawatthours,Phoenix,Arizona
2025-03-08,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,59130,megawatthours,Phoenix,Arizona
2025-03-07,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,58894,megawatthours,Phoenix,Arizona
2025-03-06,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,57635,megawatthours,Phoenix,Arizona
2025-03-05,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,56817,megawatthours,Phoenix,Arizona
